plant,customer,distance1,distance2,distance3
plant_1,customer_406,85.54223326699412,145.2810374730315,288.4307096187207
plant_1,customer_417,1035.9169989312434,1805.9051343064436,1658.21825800181
plant_1,customer_423,1213.8212108102289,2350.741118754028,2130.650722392414
plant_1,customer_425,370.1140363603835,545.7964774178121,817.7648050257014
plant_1,customer_431,216.97612627855568,420.05776322379876,365.0659687971158
plant_1,customer_434,647.9096689966016,1423.5459193992285,1948.1160842601105
plant_1,customer_437,801.7685226087373,1476.1849602353736,2077.2751700189956
plant_1,customer_440,702.3949717200819,960.0928827838912,1660.0794860994245
plant_1,customer_442,884.4621689214209,1716.8448196010613,2051.8298213122685
plant_1,customer_450,1313.8240867426073,1995.9554285942443,2936.6185793785717
plant_1,customer_451,353.0238971886143,604.4653199359283,799.1209696378928
plant_1,customer_454,421.27253524949384,1046.8539561946798,1367.1952943394865
plant_1,customer_455,412.68123550191495,723.1888081476243,694.871750853693
plant_1,customer_456,1323.239788919834,2412.6993086953826,2625.7610987069147
plant_1,customer_457,390.29513780371343,489.57953846288467,365.25169057214646
plant_1,customer_463,996.8934704072968,1277.2735514376823,1883.082687912387
plant_1,customer_474,472.63994842156023,586.5486722146564,996.6202224479784
plant_1,customer_477,1062.4235358160643,2214.3856308857908,1678.9415713994144
plant_1,customer_479,938.592049894861,1629.8670339643465,1881.4396458016893
plant_1,customer_482,1279.6833865348121,2564.1992255224577,3577.568139590791
plant_1,customer_484,122.74615341542015,214.90878770766565,216.95223975827184
plant_1,customer_490,305.50006393484426,463.94982565514033,377.14336511960096
plant_1,customer_494,782.4344970168427,1737.2996935369038,920.0878551486646
plant_1,customer_496,870.0139998065956,1529.641513059983,2162.104561789745
plant_1,customer_507,563.0395323594515,780.6313248324868,736.7113870758826
plant_1,customer_510,386.8301530616013,735.0012528824024,1119.7098149827557
plant_1,customer_511,199.57335354882343,504.516339677332,506.4125707446025
plant_1,customer_515,1097.9860432218204,1846.874674108586,2383.6358101943824
plant_1,customer_522,203.93960752943434,323.01447667356075,406.2396674369577
plant_1,customer_524,68.61558786160529,113.38935315723046,97.66477764775348
plant_1,customer_529,700.361990728341,1271.0232951060384,1782.535830968584
plant_1,customer_531,1693.8054072632642,3228.979535816607,3841.5274317447743
plant_1,customer_534,923.2022967010345,1407.3135915812918,1982.7001304804526
plant_1,customer_537,445.80382536665957,862.9288820069439,886.1934695088261
plant_1,customer_540,457.9165278939932,734.315540996163,590.3342023914547
plant_1,customer_543,696.1118886473537,1088.4020823997243,1802.9908439328774
plant_1,customer_546,317.0268075605397,561.1884512250518,652.5317809565194
plant_1,customer_548,1374.8392696332917,1962.2290996081651,1765.725302628649
plant_1,customer_561,1098.9504503357898,1822.3522090511156,2360.060311726148
plant_1,customer_562,1569.4204760556374,2207.70728782927,2811.4625577905335
plant_1,customer_566,672.9607723555644,1077.5422432915407,1108.239383949311
plant_1,customer_568,672.0165312395701,892.556285143266,1485.9013956602932
plant_1,customer_571,51.906289098547575,104.36263339439235,191.76612885105249
plant_1,customer_578,1606.3748097289533,2584.668551796091,3736.6591806315087
plant_1,customer_580,60.07565461465888,116.26725187725353,92.65071348463958
plant_1,customer_583,1684.7443565959613,3525.7433999148634,5146.448699544335
plant_1,customer_584,663.7002693754761,842.1913613620571,1060.9061034858053
plant_1,customer_593,2061.967535632568,3519.5511936140515,3418.478888268606
plant_1,customer_599,162.20882825707565,275.3024630804423,209.45411191408485
plant_1,customer_601,1015.6317596544852,2309.8982717659896,2589.084193505501
plant_1,customer_604,1015.3234650041115,1809.6401259954391,2135.4068936880935
plant_1,customer_605,863.6957664776587,1422.9114931275044,1850.8183127539246
plant_1,customer_606,982.2858264899764,1374.3764175161778,910.9418515286893
plant_1,customer_608,585.0454012054437,1335.8616354280578,885.0619019392126
plant_1,customer_609,610.2884305822497,984.8798541631897,1556.0336203699353
plant_1,customer_610,1758.4681464223368,2744.001156445194,2837.774454241731
plant_1,customer_611,875.3166408554112,1253.639232243333,1775.0482114964345
plant_1,customer_612,896.9655769815271,1480.8637258381816,856.6642830427918
plant_1,customer_614,1294.0924909131015,2294.013370925262,2412.5235099854017
plant_1,customer_628,242.61363381278133,469.2026041102133,603.5691862107697
plant_1,customer_630,193.7480533791,403.8689018992003,485.51760737912116
plant_1,customer_631,292.2886594606396,508.7554215696915,820.5136233085383
plant_1,customer_641,1458.8854268553764,2515.221969856669,3874.033352817914
plant_1,customer_642,1265.4393548456605,1851.8715780022007,2818.8595136091926
plant_1,customer_649,984.8056845722963,1763.9773224563887,2643.1369718634955
plant_1,customer_652,725.6010892727033,1399.393074332616,1605.1673932266265
plant_1,customer_653,453.8171951437072,1077.2593843118107,978.6150004211743
plant_1,customer_655,1170.8907257400326,2438.6722073690958,1628.1793746442054
plant_1,customer_658,401.6523089317707,611.5171584038094,540.1600435578797
plant_1,customer_663,86.6951497366031,152.4952378876589,140.2450662981598
plant_1,customer_666,1298.5835568444836,2220.868264868917,2227.3317416386017
plant_1,customer_669,788.5618096632498,1404.1340105484164,1797.466216070389
plant_1,customer_676,2069.3829482418955,2944.9903763592556,4858.024581016339
plant_1,customer_677,490.3116648635236,834.7343142800904,1104.297797628124
plant_1,customer_680,917.7553101701667,1265.7469558434705,2095.7196835057957
plant_1,customer_688,393.85855669723253,632.2855718167452,768.9942134423688
plant_1,customer_689,1716.9564518928532,2660.2625483811976,3206.0001631880855
plant_1,customer_692,165.97046220902033,340.4140869470606,311.73646574754173
plant_1,customer_696,890.0239099068988,1392.6095623250183,1713.8020815582222
plant_1,customer_697,1367.1324986043433,2598.6494643913597,2886.5647671761085
plant_1,customer_698,1134.0949221055146,1515.3801956395912,1328.1262193090015
plant_1,customer_702,645.8393816893293,1095.9969733345552,573.1812344284315
plant_1,customer_707,580.0202965521054,1130.6510947266142,827.8078662935386
plant_1,customer_716,881.220997895214,1500.3667624219681,1494.4960079254963
plant_1,customer_717,1215.9708707869386,1864.4462757441675,2092.210707765636
plant_1,customer_719,474.0591404226322,694.804055651363,403.94504326280264
plant_1,customer_720,1007.2216632946731,2231.0546536481247,1987.2162447515243
plant_1,customer_728,1036.3483463078817,1890.6476380701727,2097.2155969882187
plant_1,customer_739,669.1806444343168,997.3914499494354,1445.8515920586617
plant_1,customer_740,297.04100327101685,357.6108667460986,463.0886473106925
plant_1,customer_741,1108.549689533365,1372.238087727718,2572.688758551786
plant_1,customer_742,325.6400407524495,632.7759401179186,714.8857264052706
plant_1,customer_743,216.7111992736305,328.75770372677147,247.14674564307802
plant_1,customer_747,1578.5113908108706,3055.238978054395,1822.1027933242547
plant_1,customer_768,417.2102079183406,572.4170249409004,768.835500040882
plant_1,customer_769,352.6850767145779,482.2767797451597,718.0373554249936
plant_1,customer_774,524.0966137051403,968.3333161187969,1179.490476612629
plant_1,customer_784,284.89444428611984,480.9901179290464,550.9721527928372
plant_1,customer_785,453.9919357125024,674.6504754259752,1085.582474236232
plant_1,customer_789,1107.9667755331477,1863.718083899953,1977.7650014259407
plant_1,customer_791,854.9756444355371,1504.9307118163233,1709.1317484532651
plant_1,customer_792,150.04676491089134,221.6968284048426,315.47129855680527
plant_1,customer_794,205.9722421676581,327.24205800591517,224.74980728187748
plant_1,customer_795,374.3764997619405,525.2001707347966,702.2159264256476
plant_1,customer_799,1073.6423500464323,2173.3651719979703,1412.0589517970895
plant_1,customer_800,301.3719400586157,582.778972237027,487.69497578497413
plant_1,customer_802,934.6068872971538,1455.8845372295996,2455.537626744991
plant_1,customer_803,766.4637665994006,1250.673025058122,1367.676355803879
plant_1,customer_805,824.771414693949,1316.8753233447585,1611.7321305970888
plant_1,customer_807,1971.401967606641,3618.734398028387,2691.9920807357685
plant_1,customer_808,478.2511039708496,726.3764560357487,865.5258415236933
plant_1,customer_810,1382.2096515216833,2110.150923014985,3289.716284144985
plant_1,customer_811,215.9101751756253,460.77527841413195,321.3695810135692
plant_1,customer_815,1131.137902634095,2607.097946445474,3566.673224060735
plant_1,customer_818,258.2035607691001,413.31969771291676,445.2655666187218
plant_1,customer_819,583.1727962749834,1187.1568697961843,1659.835024070164
plant_1,customer_820,1030.0485621166304,1273.3364253825077,1113.9251498686197
plant_1,customer_825,189.93407439144787,326.61860417443444,428.2543958237452
plant_1,customer_826,558.9476104498581,839.8026603221689,666.5314039068506
plant_1,customer_829,1312.4404098601028,2138.6521911367395,1153.2701526654448
plant_1,customer_830,571.8327205217456,1145.6467749586025,945.9439270236855
plant_1,customer_831,753.9455736232986,910.136005853569,1281.8614317588251
plant_1,customer_832,456.1497388373944,746.1691971994525,804.8553226693552
plant_1,customer_834,1567.1377572510796,2348.92678911438,2959.8455114324984
plant_1,customer_841,660.0352069500877,928.448793132913,969.1099594643655
plant_1,customer_843,377.7464920424993,617.6101807910561,420.3422763168314
plant_1,customer_845,127.11758390980594,155.96400186673827,216.87785756837442
plant_1,customer_855,816.0552031943822,1365.0888752953201,1475.2340833844992
plant_1,customer_858,142.51071000471416,239.60758642568356,285.43095023180484
plant_1,customer_862,1090.5736453254183,2500.7805005058194,2497.2476283598826
plant_1,customer_874,604.3953752339692,975.8331470395989,1152.2410571695445
plant_1,customer_875,583.3434344144554,874.9382310083638,513.0670284282387
plant_1,customer_876,323.9391042534082,669.2691950177684,413.0209959876434
plant_1,customer_884,373.70640603160876,742.1026632235039,677.0208923705844
plant_1,customer_888,26.44891303880423,44.65347750020398,95.35081393240822
plant_1,customer_889,788.6262119284912,1689.181675901957,1081.4799176940514
plant_1,customer_890,1262.520084696352,2257.0769145062613,2897.73300267528
plant_1,customer_895,1381.46452624639,2769.937483556404,3553.5911837890008
plant_1,customer_899,180.29405244419308,260.79418151473226,481.5167287302621
plant_1,customer_909,1465.382710806724,2716.981357648161,1963.2941255450755
plant_1,customer_916,756.2082268599443,1020.3284095166698,1249.0831094514836
plant_1,customer_917,149.3378978760787,316.79467201353344,336.8719956080928
plant_1,customer_931,251.03884300111616,520.6381443220588,671.4489533128328
plant_1,customer_932,491.442708652552,893.5371384781347,1034.0232333493723
plant_1,customer_933,539.4644104503677,840.0675075979208,924.7533964734414
plant_1,customer_937,645.6319453550313,1121.0358546495074,967.5649120328808
plant_1,customer_940,274.51589877789473,381.70841407018946,528.6371095020247
plant_1,customer_943,218.04993755536614,364.88627593371024,407.9013382370616
plant_1,customer_950,864.7091543967208,1500.2947446564222,1550.231059816754
plant_1,customer_954,555.4069371116535,1019.326148789699,1064.2689252296007
plant_1,customer_955,968.9488645126808,2305.5330673845633,1563.990560398591
plant_1,customer_957,1437.9706272558005,2846.5404857084977,3416.523819018004
plant_1,customer_958,431.3762361241411,618.5212287520391,499.14166144804335
plant_1,customer_962,957.0443045312616,1790.4038897139594,2439.2142093270268
plant_1,customer_970,1186.594296393711,2643.925623162511,3260.8343757459334
plant_1,customer_971,210.83586412162697,347.68166735430776,546.1136747406125
plant_1,customer_975,1035.2122010462876,2242.069816576338,1370.467894779033
plant_1,customer_977,153.2364128614124,270.28646471869445,230.31486445155502
plant_1,customer_979,919.320700438636,1835.4273921748666,1722.3329805599876
plant_1,customer_984,1086.1746626805257,1578.9710319684689,2360.323703499177
plant_1,customer_987,769.919122154313,1001.1444925361749,1496.0501041794782
plant_1,customer_996,675.2119677303343,1045.0322256125144,990.5139702006601
plant_1,customer_997,505.4968442976945,840.9630767098935,653.7668243657224
plant_1,customer_1005,318.67583810027145,663.4619898923517,1020.4390262391978
plant_1,customer_1016,472.4429506051341,833.4240866043885,1283.106740539019
plant_1,customer_1018,235.30158756225683,427.6998869640719,442.1980024712112
plant_1,customer_1023,1011.6187011989003,1808.6990649914192,2441.1806127448344
plant_1,customer_1024,808.2917571051672,1271.3874289205025,1621.8201192318188
plant_1,customer_1025,1198.662212453703,2020.1111726790568,2770.231138929262
plant_1,customer_1028,128.7460080580516,204.21602109910674,323.0034750129425
plant_1,customer_1029,278.22029101887944,477.9853949593383,406.7388935802175
plant_1,customer_1036,788.9860182084325,1128.1068617786477,793.3292171761749
plant_1,customer_1040,346.4024969975383,486.86510772477124,664.9387903979216
plant_1,customer_1048,215.02888331206842,374.95671199993683,321.58854756813605
plant_1,customer_1049,444.1333768333046,1042.1870746870254,605.079121812337
plant_1,customer_1050,773.4730065497986,1635.5318941684923,1657.660786074206
plant_1,customer_1053,480.59317016198025,816.7250187476973,1054.7496834167616
plant_1,customer_1056,322.2336808039004,638.7852279445863,833.163772719871
plant_1,customer_1063,371.7020429537543,827.1059979439285,738.2221562046388
plant_1,customer_1066,361.6446663438859,631.6389936001347,637.7639889517576
plant_1,customer_1072,427.767327199612,957.5849967821986,1332.4830433206328
plant_1,customer_1081,413.95821293719985,796.0941325690205,1077.9888279332029
plant_1,customer_1085,386.19074108823344,534.1433075573933,684.5019931260179
plant_1,customer_1089,941.2883426543638,1749.6885151453869,877.4213769376895
plant_1,customer_1093,235.70235837771426,418.6147011748816,277.3883228210616
plant_1,customer_1094,629.9594311147201,1130.3361922033657,1701.0398998241105
plant_1,customer_1099,423.35707830655156,612.5009479775408,999.592931642557
plant_1,customer_1105,334.68627685887327,604.545683735518,423.3759321554951
plant_1,customer_1107,357.1685150295463,730.9013222825555,355.46248396365513
plant_1,customer_1108,385.366072665287,650.7471171678992,1171.8804752239994
plant_1,customer_1111,997.7879018145289,1562.2751395666403,1041.4977479476522
plant_1,customer_1114,239.13154853232825,409.44245173257434,575.6885193006755
plant_1,customer_1115,252.36575158589565,378.6914602873818,535.7989337204177
plant_1,customer_1120,430.63965141844704,692.6064728791919,635.5016606202636
plant_1,customer_1121,472.25192193611105,599.5928014239181,1068.9470325142393
plant_1,customer_1123,234.62477711406098,341.53401516977766,305.5366183679682
plant_1,customer_1125,1034.6678541787735,2243.579088637147,1751.358090120303
plant_1,customer_1128,73.41850927282027,125.62220215817172,170.81803023876736
plant_1,customer_1130,400.4488543718312,558.5736886742036,933.6711349308538
plant_1,customer_1131,1096.151877273741,1892.7480184407777,2595.009181384922
plant_1,customer_1132,832.0476648704132,1573.2532272970598,1331.7251101412637
plant_1,customer_1133,1049.847692917197,1645.0567234866596,2405.5928465159586
plant_1,customer_1137,371.3912855115515,908.6591254234716,698.7810761292919
plant_1,customer_1139,980.6087308125632,1335.4972702633663,1675.2042075154302
plant_1,customer_1140,433.67945543744133,737.7717391729991,547.14617686683
plant_1,customer_1143,592.068653731511,1243.70581886141,714.9221027588319
plant_1,customer_1146,1107.4986417188547,2396.75829294891,1954.8545546070502
plant_1,customer_1148,330.3335067918209,688.3622621270039,665.8491054555874
plant_1,customer_1151,1412.0613901758102,2427.603611542956,2725.1089273531734
plant_1,customer_1153,992.8496590615463,1278.8460203213895,1030.5756313531251
plant_1,customer_1156,342.3626681195845,665.1310143868382,577.5347853312352
plant_1,customer_1158,521.5474262038657,858.5764070239119,680.9707171918106
plant_1,customer_1161,252.9760401947664,528.5474383879979,442.26158912622986
plant_1,customer_1172,387.0394405999619,621.4933606591542,775.828783634996
plant_1,customer_1181,209.2245419177266,331.6123964417278,340.3336823619768
plant_1,customer_1183,1130.9755657015796,2168.737924475347,1591.9833337248149
plant_1,customer_1187,1701.4450264091183,2117.7329160194427,2714.8729552515674
plant_1,customer_1197,91.54725932164575,212.77780434897258,240.82689642133045
plant_1,customer_1199,1827.794914458279,2456.8419036271857,3762.9292238731628
plant_1,customer_1200,435.0425192248678,684.8147392714105,722.1363642431791
plant_1,customer_1205,551.852375146339,750.3512951171421,1269.2185629655476
plant_1,customer_1220,1100.0902787490822,1790.4807366258788,1372.0419970670866
plant_1,customer_1223,1084.0180500493525,1764.7674004117403,1733.0050024330308
plant_1,customer_1226,1177.2543601655761,2209.465915508288,3015.355722359061
plant_1,customer_1230,920.2959778503232,1591.2255055588014,1573.8233400631495
plant_1,customer_1231,892.1862863026454,1496.5322163351764,1280.4039615465585
plant_1,customer_1234,991.3763425472455,1974.044927978588,2471.867402715362
plant_1,customer_1244,1270.3415605137454,2356.9819809180817,3254.003901879728
plant_1,customer_1247,618.4366234697585,1061.1826211690332,1269.1579366227118
plant_1,customer_1251,1189.2600287643918,1929.9088208838448,1367.0373043265045
plant_1,customer_1252,447.5607675135866,739.8559896688805,783.3619055924894
plant_1,customer_1255,1350.972986619619,2032.2000464809946,2466.55528230945
plant_1,customer_1257,613.7612474322254,1046.6616591141665,1297.3575111875043
plant_1,customer_1259,615.1734364140929,771.966743739435,697.7946265803046
plant_1,customer_1266,236.1332068333894,449.2356094554829,480.2450323352291
plant_1,customer_1267,913.7497164978108,1459.4149444763925,2850.516803363719
plant_1,customer_1269,1078.1964902934176,1504.292783282855,2136.3068571919835
plant_1,customer_1271,1164.6301845994092,2682.128846799956,1997.0848528239783
plant_1,customer_1278,1158.7620710569754,1601.734760152012,2464.868962644277
plant_1,customer_1287,497.5361059167981,772.529867697232,1101.4065740989759
plant_1,customer_1291,664.9992972697038,877.8318732704397,1300.1728053284414
plant_1,customer_1293,231.10087437502332,419.367243306861,614.7115026838
plant_1,customer_1294,973.3700640828324,1745.2747116107248,1590.951620585378
plant_1,customer_1298,1525.2011119879844,2660.0905044644524,2596.6137137347323
plant_1,customer_1299,561.8042340922644,931.8550421899731,1467.3016547833345
plant_1,customer_1301,373.9247180950105,800.9906308135755,955.8202109264233
plant_1,customer_1305,597.6686767437377,925.9716717323843,1374.276030220199
plant_1,customer_1307,842.4756419121555,1693.8761476727339,1538.1966367973785
plant_1,customer_1312,440.7707244226207,773.2307146497992,845.6673458174179
plant_1,customer_1317,96.0706807897817,155.32523742293117,72.49474539643808
plant_1,customer_1319,587.1807610041105,916.4766296718627,1452.0052082250477
plant_1,customer_1321,780.7694489058648,1111.2748520273092,994.6526032366486
plant_1,customer_1324,313.7707366667304,646.2278567219662,550.9931367657036
plant_1,customer_1325,596.5102352615271,1172.0004474664981,1473.302636836854
plant_1,customer_1329,1031.0415438643633,2165.049779984223,2026.1308961425125
plant_1,customer_1330,1465.7975329673493,2954.19462350066,3580.15494599963
plant_1,customer_1331,179.992554226566,314.0384889078104,412.76490241150435
plant_1,customer_1335,904.6954933876428,1601.1594745327525,1975.9267607383542
plant_1,customer_1336,1029.060327961317,1696.6403496793366,1630.268888496319
plant_1,customer_1337,615.5643487523693,795.2347325251146,943.7957213712814
plant_1,customer_1339,568.5906553979581,1142.453583208703,1513.6731490074521
plant_1,customer_1344,614.5427068557626,854.397989547573,736.4134862450024
plant_1,customer_1345,538.3428570374268,700.4913833120345,829.0599049867402
plant_1,customer_1348,829.9042429151597,1505.3224012565342,2081.245218771388
plant_1,customer_1351,514.0104132644824,991.5390008724506,964.8048188852706
plant_1,customer_1352,193.1998943272564,300.6358658061231,199.46085596410927
plant_1,customer_1375,216.57259808861923,314.10119735916544,481.13886048460245
plant_1,customer_1376,509.9792677861358,1077.0748330259762,1084.0022616103051
plant_1,customer_1385,333.3598628732054,601.5866465749812,803.9716916214311
plant_1,customer_1387,1048.3154323985482,1732.4819907325164,2231.1712582788928
plant_1,customer_1395,762.5944980445296,1149.1400551914435,1064.8393524242556
plant_1,customer_1396,554.4765326203773,1096.7539855906407,975.0570995523912
plant_1,customer_1400,1539.7271906246497,2819.0477864559284,2111.530299148073
plant_1,customer_1404,1246.0858969430494,2530.893035053238,2402.7786380918737
plant_1,customer_1409,1197.3816080472902,2353.266535161396,3200.732089934921
plant_1,customer_1410,486.0376599425486,814.7546407193904,640.5987267923244
plant_1,customer_1412,1468.3049814043543,2331.718427746964,2617.965758942729
plant_1,customer_1417,501.2194684071184,773.2108990766451,1243.726799177155
plant_1,customer_1418,707.0595994591247,1134.158770602608,1253.1120094123103
plant_1,customer_1419,726.0576564167317,1461.2059090663938,2171.5363656304107
plant_1,customer_1421,448.9237602775503,587.3646572087163,720.0848861837316
plant_1,customer_1424,1045.8554752886037,1449.2149715350188,1150.5437252801703
plant_1,customer_1428,1441.9812157124413,2061.892344963587,3108.8731497353547
plant_1,customer_1431,1390.1417712775087,3155.968364186444,3594.742789940882
